UserId,Department/Region,question,Q6:Please list your work items on knowledge development and dissemination delivered in 2024 (add rows as necessary). ,Q6:Please list your work items on knowledge development and dissemination delivered in 2024 (add rows as necessary). ,Q6:Please list your work items on knowledge development and dissemination delivered in 2024 (add rows as necessary). ,Q6:Please list your work items on knowledge development and dissemination delivered in 2024 (add rows as necessary). ,Q6:Please list your work items on knowledge development and dissemination delivered in 2024 (add rows as necessary). ,Q6:Please list your work items on knowledge development and dissemination delivered in 2024 (add rows as necessary). ,Q6:Please list your work items on knowledge development and dissemination delivered in 2024 (add rows as necessary). ,Q6:Please list your work items on knowledge development and dissemination delivered in 2024 (add rows as necessary). ,Q6:Please list your work items on knowledge development and dissemination delivered in 2024 (add rows as necessary). ,Q7:Please list your work items on technical assistance on youth employment (add rows as necessary). ,Q7:Please list your work items on technical assistance on youth employment (add rows as necessary). ,Q7:Please list your work items on technical assistance on youth employment (add rows as necessary). ,Q7:Please list your work items on technical assistance on youth employment (add rows as necessary). ,Q7:Please list your work items on technical assistance on youth employment (add rows as necessary). ,Q7:Please list your work items on technical assistance on youth employment (add rows as necessary). ,Q7:Please list your work items on technical assistance on youth employment (add rows as necessary). ,Q7:Please list your work items on technical assistance on youth employment (add rows as necessary). ,Q7:Please list your work items on technical assistance on youth employment (add rows as necessary). ,Q7:Please list your work items on technical assistance on youth employment (add rows as necessary). ,"Q9:If yes, provide examples of those youth-led projects","Q9:If yes, provide examples of those youth-led projects","Q9:If yes, provide examples of those youth-led projects","Q9:If yes, provide examples of those youth-led projects","Q9:If yes, provide examples of those youth-led projects","Q9:If yes, provide examples of those youth-led projects","Q9:If yes, provide examples of those youth-led projects","Q9:If yes, provide examples of those youth-led projects","Q9:If yes, provide examples of those youth-led projects","Q9:If yes, provide examples of those youth-led projects",Q10:Please list your work items on capacity-building (add rows as necessary). ,Q10:Please list your work items on capacity-building (add rows as necessary). ,Q10:Please list your work items on capacity-building (add rows as necessary). ,Q10:Please list your work items on capacity-building (add rows as necessary). ,Q10:Please list your work items on capacity-building (add rows as necessary). ,Q10:Please list your work items on capacity-building (add rows as necessary). ,Q10:Please list your work items on capacity-building (add rows as necessary). ,Q10:Please list your work items on capacity-building (add rows as necessary). ,Q10:Please list your work items on capacity-building (add rows as necessary). ,Q10:Please list your work items on capacity-building (add rows as necessary). ,Q11:Please list your work items on advocacy and partnerships (add rows as necessary).,Q11:Please list your work items on advocacy and partnerships (add rows as necessary).,Q11:Please list your work items on advocacy and partnerships (add rows as necessary).,Q11:Please list your work items on advocacy and partnerships (add rows as necessary).,Q11:Please list your work items on advocacy and partnerships (add rows as necessary).,Q11:Please list your work items on advocacy and partnerships (add rows as necessary).,Q11:Please list your work items on advocacy and partnerships (add rows as necessary).,Q11:Please list your work items on advocacy and partnerships (add rows as necessary).,Q11:Please list your work items on advocacy and partnerships (add rows as necessary).,Q11:Please list your work items on advocacy and partnerships (add rows as necessary).
USR-202506-0004,Region: Asia and the Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training on WISE and SCORE,PHL 104,,"With ILO support, 271 Work Improvement in Small Enterprises (WISE) Trainers and 29 Sustaining Competitive and Responsible Enterprises (SCORE) Trainers were trained.   With WISE now integrated in BOSH-SO 1 and in DOLE Technical Advisory Visits (TAV), training outreach for WISE was expected to be as much 144,500 MSMEs. ",both/hybrid,Yes,Long-standing,extrabudgetary,Youth are one of the target groups,Public use,,,,,,,,,,
USR-202506-0004,Region: Asia and the Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training on SIYB,PHL 104,,"With ILO support, 3,197 entrepreneurs trained by 318 SIYB trainers and 110 enterprises trained by 46 Financial Education trainers. The SIYB trainers were expected to reach additional 882 enterprises in 2024. ",both/hybrid,Yes,Long-standing,extrabudgetary,Youth are one of the target groups,Public use,,,,,,,,,,
USR-202506-0004,Region: Asia and the Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conduct of Just Transition & Climate Action Capacity building workshops ,PHL 802,,"Conduct of Just Transition & Climate Action Capacity building workshops participated by (77) young workers & TU leaders in Cebu, Davao & Tacloban (Vis-Min  chapter of Associated Labor Unions), specifically belonging to the energy, transport, and allied sectors (maritime ports & logistics).

Training Workshop Design,  templates and info materials & a training team (composed of young TU leaders) who can  run the program for ALU.

(Loose) network of young workers who are engaged and can be mobilized for local JT initiatives.",in-person,No,New,extrabudgetary,Youth only,Public use,,,,,,,,,,
USR-202506-0005,Region: Arab States,,,,,,,,,,,"Supporting Resilient Livelihoods, Food Security and Climate Adaptation in Yemen (ERRY III) Joint Programme.",YEM155,https://www.ilo.org/ar/resource/article/%D8%A3%D8%B3%D9%85%D9%87%D8%A7%D9%86-%D9%82%D8%B5%D8%A9-%D9%86%D8%AC%D8%A7%D8%AD-%D9%81%D9%8A-%D8%B9%D8%A7%D9%84%D9%85-%D8%B5%D9%8A%D8%A7%D9%86%D8%A9-%D8%A7%D9%84%D8%A3%D8%AC%D9%87%D8%B2%D8%A9-%D8%A7%D9%84%D9%85%D9%86%D8%B2%D9%84%D9%8A%D8%A9,"Increased capacity of national institutions self-employment and Business Development Services through the ILO training package “Start and Improve Your Business – SIYB”
-	4 national trainers (50% women) passed the certification process of master trainers.
-	26 trainers, including 9 females, certified as SIYB national trainers.
-	210 women business owners trained in Improve Your Business (IYB) and Business Continuity Planning (BCP).
-	4,800 provided with entrepreneurship and life skills training program.
-	3,000 beneficiaries supported with microbusiness grants (38% women)",Arab States,Long-standing,extrabudgetary,"ERRY III YEM/21/01/UND (108526),",Youth are one of the target groups,Yes,"Supporting Resilient Livelihoods, Food Security and Climate Adaptation in Yemen (ERRY III) Joint Programme. ",YEM156,https://www.ilo.org/regions-and-countries/arab-states/yemen,"Increased capacities of vulnerable individuals to engage in gender-sensitive and culturally appropriate technical and vocational skills development opportunities through quality apprenticeship program.
?	1,539 apprentices enrolled in on-job training in collaboration with private sector (44% women).
?	308 young men and women trained in solar system installation, repair and maintenance.
?	128 technicians trained in advanced solar pumping systems.
?	6 new vocational curricula developed and 5 updated.",Yemen,Long-standing,extrabudgetary,"ERRY III YEM/21/01/UND (108526),",Youth are one of the target groups,Yes,,,,,,,,,,,,,,,,,,,,
USR-202506-0006,Region: Arab States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Integrating Career Guidance and Employment Services within Community Development Centers (CDCs) in Akkar and North Lebanon,LBN103,,This program aimed to enhance employability and facilitate the transition of young Lebanese and Syrians into sustainable employment and income-generating opportunities,National/Local,Arab States,bilateral partnership,New,extrabudgetary,Youth only
USR-202506-0006,Region: Arab States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Implementing JSCs in Jordan,JOR110,,,National/Local,Arab States,bilateral partnership,New,extrabudgetary,Youth only
USR-202506-0006,Region: Arab States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Promoting Work-based Learning programmes for the host communities and Syrian refugees in Jordan,JOR110,,"Implementing a pilot initiative of WBL programmes to facilitate transition young host community members and refugees to decent employment; and build the institutional capacities of the training providers along with the National Sector Skills’ Councils (NSSC), chambers, and partner enterprises on designing and implementing quality work-based learning programmes.",National/Local,Arab States,bilateral partnership,New,extrabudgetary,Youth only
USR-202506-0006,Region: Arab States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inclusive jobs and education for IDPs, refugees and host communities",IRQ126,,"To conduct training sessions on Financial Education (FE), Start Your Business (SYB), Improve Your Business (IYB), and Generate Your Business Idea (GYB). ",National/Local,Arab States,bilateral partnership,New,extrabudgetary,Youth are one of the target groups
USR-202506-0006,Region: Arab States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adaption of the ILO’ Youth Rights at Work Guide and Toolkit for Iraq,IRQ181,,"To adapt the ILO's Youth Rights at Work Guide and raise young people’s awareness, building their skills on rights to/at work",National/Local,Arab States,bilateral partnership,New,extrabudgetary,Youth only
USR-202506-0006,Region: Arab States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USR-202506-0008,Region: Europe and Central Asia,,Youth Guarantee,SBU104; MKD130; ALB132; MNE129; SRB130; BiH128,,for beneficiary economies,,Guidance/Tools,,extrabudgetary,Youth only,Youth Guarantee,SBU104,,technical assistance to beneficiary economies,Europe and Central Asia,New,extrabudgetary,RER2402EUR,Youth only,,,,,,,,,,,,Youth Guarantee,SBU104,,capacity building of institutions involved in implementation of the YG,both/hybrid,No,,extrabudgetary,Youth are one of the target groups,Public use,Youth Guarantee,SBU104,,,Regional,Europe and Central Asia,multistakeholder initiative,,extrabudgetary,Youth only
USR-202506-0008,Region: Europe and Central Asia,,Youth Guarantee,SBU104; MKD130; ALB132; MNE129; SRB130; BiH129,,for beneficiary economies,,Technical Report,,extrabudgetary,Youth only,Youth Guarantee,MKD130,,technical assistance to beneficiary economies,Europe and Central Asia,New,extrabudgetary,RER2402EUR,Youth only,,,,,,,,,,,,Youth Guarantee,MKD130,,capacity building of institutions involved in implementation of the YG,both/hybrid,No,,extrabudgetary,Youth are one of the target groups,Public use,Youth Guarantee,MKD130,,,National/local,Europe and Central Asia,multistakeholder initiative,,extrabudgetary,Youth only
USR-202506-0008,Region: Europe and Central Asia,,,,,,,,,,,Youth Guarantee,ALB132,,technical assistance to beneficiary economies,Europe and Central Asia,New,extrabudgetary,RER2402EUR,Youth only,,,,,,,,,,,,Youth Guarantee,ALB132,,capacity building of institutions involved in implementation of the YG,both/hybrid,No,,extrabudgetary,Youth are one of the target groups,Public use,Youth Guarantee,ALB132,,,National/local,Europe and Central Asia,multistakeholder initiative,,extrabudgetary,Youth only
USR-202506-0008,Region: Europe and Central Asia,,,,,,,,,,,Youth Guarantee,MNE129,,technical assistance to beneficiary economies,Europe and Central Asia,New,extrabudgetary,RER2402EUR,Youth only,,,,,,,,,,,,Youth Guarantee,MNE129,,capacity building of institutions involved in implementation of the YG,both/hybrid,No,,extrabudgetary,Youth are one of the target groups,Public use,Youth Guarantee,MNE129,,,National/local,Europe and Central Asia,multistakeholder initiative,,extrabudgetary,Youth only
USR-202506-0008,Region: Europe and Central Asia,,,,,,,,,,,Youth Guarantee,SRB130,,technical assistance to beneficiary economies,Europe and Central Asia,New,extrabudgetary,RER2402EUR,Youth only,,,,,,,,,,,,Youth Guarantee,SRB130,,capacity building of institutions involved in implementation of the YG,both/hybrid,No,,extrabudgetary,Youth are one of the target groups,Public use,Youth Guarantee,SRB130,,,National/local,Europe and Central Asia,multistakeholder initiative,,extrabudgetary,Youth only
USR-202506-0008,Region: Europe and Central Asia,,,,,,,,,,,Youth Guarantee,BiH128,,technical assistance to beneficiary economies,Europe and Central Asia,New,extrabudgetary,RER2402EUR,Youth only,,,,,,,,,,,,Youth Guarantee,BiH128,,capacity building of institutions involved in implementation of the YG,both/hybrid,No,,extrabudgetary,Youth are one of the target groups,Public use,Youth Guarantee,BiH128,,,National/local,Europe and Central Asia,multistakeholder initiative,,extrabudgetary,Youth only
USR-202506-0009,Region: Africa,,,,,,,,,,,Strategy for youth employment in Agriculture in Mozambique,MOZ101,,"Review and provision of technical inputs into the draft national startegy for youth employment in Agriculture in Mozambique, in line with the Youth Employment Strategy for Africa",Africa,New,extrabudgetary,,Youth only,,,,,,,,,,,,Capacity building on NEP implementation and effective coordination mechanisms ,MOZ101,,Training course was organzied in association with ITCILO and covered seevral topics on employment policy cycle ,in-person,Yes,Long-standing,extrabudgetary,Youth are one of the target groups,Public use,Traipartite workshop on Developing Effective and Efficient Labour Market Policies and Programmes to support Transitions,SHA101,,"The workshop was held for tripartite delagations from 8 countries as follows: Lesotho, Kenya, Botswana, Namibia, Ghana, Nigeria, S. Africa, Zambia and Zimbabwe",Regional,Africa,event,New,Regular Budget,Youth are one of the target groups
USR-202506-0009,Region: Africa,,,,,,,,,,,Youth Employment Strategy for Africa (YESA),RAF 109,,Provision of technical inputs into the draft youth employment strategy for Africa before presentation to the AU structures for approval,Africa,New,Regular Budget,,Youth only,,,,,,,,,,,,Tripartite workshop workshop on National Employment Policy Cycle in Zimbabwe,ZWE102,,The training course was held to the tripartite technical drafting committee for the National Employment Policy development,in-person,No,Long-standing,Regular Budget,Youth are one of the target groups,Public use,,,,,,,,,,
USR-202506-0009,Region: Africa,,,,,,,,,,,National Employment Policy and Strategy for Uganda,UGA131,,Facilitating of technical support to tripartite constituents towards the finalization of the National Employment Policy and Strategy for Uganda,Africa,New,extrabudgetary,,Youth are one of the target groups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USR-202506-0011,Research and Publications,,World Employment and Social Outlook: Trends 2024,GLO382,https://www.ilo.org/publications/flagship-reports/world-employment-and-social-outlook-trends-2024,"Annual reporting on labour market trends, including youth",Yes,Technical Report,Produced regularly,Regular Budget,Youth are one of the target groups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USR-202506-0012,International Training Centre of the ILO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Global Youth Forum 2024,,,,online,Yes,,extrabudgetary,Youth only,,,,,,,,,,,
USR-202506-0012,International Training Centre of the ILO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skills Fair on Quality Apprenticeships,,,,both/hybrid,Yes,,extrabudgetary,Youth are one of the target groups,,,,,,,,,,,
USR-202506-0012,International Training Centre of the ILO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boosting Decent Jobs and Enhancing Skills for the Youth in Rwanda's Digital Economy - ILO,,,,both/hybrid,Yes,,extrabudgetary,Youth only,,,,,,,,,,,
USR-202506-0012,International Training Centre of the ILO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community hackathon: Youth innovating against child labour - ILO,,,,both/hybrid,Yes,,extrabudgetary,Youth only,,,,,,,,,,,
